Close,volume_adi,momentum_rsi,trend_macd,volatility_bbm
0.041606425955225484,0.15601275923793265,1.0,0.38311372923960046,0.036868175409605936
0.034858251597305184,0.14462304288201497,0.0,0.3780692503988579,0.03315701685234454
0.034880165921691075,0.148600733326507,0.003485060229982935,0.374190891992308,0.03192799852187103
0.03814469819445357,0.15450398419434017,0.3608387598216312,0.37369432043665424,0.032211154135056846
0.04721528946532458,0.17305609683143142,0.6916784714720935,0.3801931730219272,0.03437639620789942
0.0474782112107599,0.1766961450933645,0.696581060416372,0.3855146918530161,0.035868088861992914
0.041431144791601954,0.16271913227607732,0.4997552944062576,0.38513623363677824,0.0359834166894433
0.043556382932274984,0.15465896038539148,0.5480850443650432,0.38640535663223186,0.03636210624433919
0.04263618189684909,0.16018117020284847,0.5244583558350321,0.38667429227173844,0.03654418377173416
0.036107100635592276,0.14017592056886807,0.394510861768392,0.3819637209590376,0.03597171213234865
0.03428859617339455,0.1304646603578959,0.367219242108479,0.37692681694738167,0.03532149232783097
0.0402699363351266,0.14510959933920137,0.4917591932759134,0.3775222762022833,0.03532788217126828
0.04208844079732435,0.14363613226444227,0.5225275496989739,0.37941191534036894,0.03548714843073267
0.04833268598875992,0.16242409512495767,0.609864906524831,0.385602363229345,0.03611423703984376
0.04960344935143293,0.16766134630117485,0.624902066434093,0.39137400549927004,0.036750894677649165
0.04986635438113646,0.15506742842327406,0.6280958152648243,0.39599834326891037,0.037326043188701225
0.04119013737055252,0.12214305303559654,0.48218538854587467,0.39298881356343446,0.037272175918000944
0.0547083836950473,0.06824311115112573,0.6274162636513405,0.4006237101990583,0.03805033386678133
0.06257395457640294,0.09434917146995098,0.6831079724075722,0.4122856918035454,0.039201914219560735
0.05876168120411571,0.06959842614243313,0.6336691958154702,0.4182403301716759,0.04002868055904826
0.061982384828106446,0.08461579174917432,0.6563004554751808,0.4249129222343564,0.04114925643813391
0.06202621347687823,0.09236063236310992,0.656611350110062,0.42969715578291073,0.0426433585295298
0.06401998238696774,0.09588057369751943,0.6711823968544056,0.4344050284701545,0.044245902765886275
0.06485255955631361,0.10222570040791913,0.67733961894777,0.4381313948749696,0.04571470162883931
0.06263968083382884,0.09472037133880828,0.6428824849217526,0.43876973227010907,0.04656296604794971
0.0643705447142148,0.10659511919862168,0.6575565850446163,0.4399294745126496,0.04749195994627545
0.06940975280040326,0.12643140215724508,0.6966392186865188,0.4439576028098592,0.0490306435223786
0.0756759123162247,0.15260545963312935,0.736856401815418,0.45110432344534035,0.050797057073749735
0.07913764007699667,0.15074014703153513,0.7560939998710294,0.458516538001224,0.05280445480375626
0.08049604402148144,0.16581022206407037,0.7634034899070729,0.4644799882738343,0.055245624790731834
0.08213926732005564,0.16415034086070793,0.7722933049940389,0.4694533189569988,0.057877172499457036
0.08408922429710511,0.1791789973199,0.7827262010365644,0.4738235321427481,0.06028701428581115
0.08349765454880861,0.17014413886199947,0.7711823222827261,0.47577154085271256,0.06256431403849047
0.0857981738531052,0.18815593671530098,0.7844932224540344,0.47796154169746174,0.06462472858196691
0.09346654924645145,0.2142726461893595,0.8217219288469845,0.48432882648460607,0.06703697980562348
0.09164804478425373,0.20976479310148255,0.7870012563788495,0.4868046005508848,0.06933476391214086
0.08424257442061098,0.1924726439892328,0.6639654087123864,0.4820268183375558,0.07170243273180846
0.08781385708758058,0.2189674164851181,0.6891998514684066,0.47982597641703206,0.07352306827494151
0.08351958558892633,0.20045686691866,0.6281194438769325,0.4737894292028493,0.07467497327393038
0.08489987042633337,0.19688134436507246,0.6391882634729062,0.46905840694466394,0.07611244301698014
0.08549144017462992,0.20768280205542572,0.6440778793290984,0.46481455658982035,0.07740532353984311
0.08369483332108626,0.20016488468711297,0.6167422206143653,0.45921551725078913,0.07859698931037098
0.07902810188653078,0.18841014742175521,0.5512911681181286,0.45047301581680504,0.07942236085762264
0.07944437375547195,0.16746671108579286,0.5558193258996762,0.44316702715987427,0.08022483769445207
0.08062749653633319,0.1649385787405923,0.5691282334407438,0.43764301649396736,0.08121407763743663
0.07486526618699649,0.1501213065014919,0.4918340485079237,0.42838621776147867,0.08179123485558229
0.06989176764250207,0.1272329783050874,0.4367049524742931,0.41689996312134736,0.08181774326231725
0.07473379695641288,0.14013115237430543,0.49594193783814555,0.41113530616033944,0.08176593162713933
0.07284956623678931,0.13472082091851081,0.4750080757805958,0.40489097934646684,0.08142011899985616
0.07582927915546236,0.14792167405627824,0.5102165841548989,0.4019779586041305,0.08116347026126916
0.08040840343966968,0.16040104309682468,0.5591472624417446,0.4029037440989902,0.08106828140039432
0.0835414831975804,0.1725391710102114,0.58937439108114,0.4057456259492751,0.08103815837806491
0.08141624505690734,0.15750473672743168,0.5612624906778124,0.40612557387956366,0.08092369126092577
0.07791070536309544,0.1437734278943374,0.5174219628491693,0.4035405062064659,0.08048991992323837
0.08078086337557086,0.1442951219798453,0.5485167105193826,0.40342792055387444,0.07979227061577501
0.07964156924348134,0.13433312285094942,0.5338131178433254,0.40225655241131275,0.07913197448111178
0.07238946571907631,0.11532528969456719,0.4509478176896575,0.39569947979697506,0.07848011275592945
0.07427369643869994,0.1230032095726562,0.4738030964378078,0.3918272683113246,0.07773547160717473
